ID_NAME,CANCER TYPE,SURV
SUCLA2,Lung cancer,UPREG
SUCLG1,Blood cancer,DOWNREG
SUCLG1,Breast cancer,UPREG
SUCLG1,Colorectal cancer,DOWNREG
SUCLG1,Lung cancer,DOWNREG
SUCLG1,Renal cell carcinoma,DOWNREG
SUCLG2,Breast cancer,DOWNREG
SUCLG2,Colorectal cancer,DOWNREG
SUCLG2,Lung cancer,DOWNREG
SUCLG2,Ovarian cancer,NEUTRAL
SULT1A1,Brain cancer,UPREG
SULT1A1,Lung cancer,DOWNREG
SULT1A2,Brain cancer,UPREG
SULT1A2,Lung cancer,NEUTRAL
SULT1A4,Brain cancer,UPREG
SULT1A4,Breast cancer,UPREG
SULT1E1,Blood cancer,NEUTRAL
SULT1E1,Colorectal cancer,UPREG
SULT2A1,Breast cancer,UPREG
SULT2A1,Colorectal cancer,UPREG
SUOX,Blood cancer,DOWNREG
SUOX,Breast cancer,NEUTRAL
SUOX,Colorectal cancer,UPREG
SUOX,Lung cancer,NEUTRAL
SUV39H1,Blood cancer,UPREG
SUV39H1,Breast cancer,UPREG
SUV39H2,Blood cancer,UPREG
SUV39H2,Breast cancer,NEUTRAL
SUV39H2,Colorectal cancer,DOWNREG
SUV39H2,Lung cancer,UPREG
SUV39H2,Skin cancer,UPREG
SYNJ1,Brain cancer,UPREG
SYNJ1,Breast cancer,UPREG
SYNJ1,Colorectal cancer,DOWNREG
SYNJ1,Lung cancer,DOWNREG
SYNJ1,Ovarian cancer,UPREG
SYNJ2,Blood cancer,NEUTRAL
SYNJ2,Brain cancer,NEUTRAL
SYNJ2,Breast cancer,NEUTRAL
SYNJ2,Colorectal cancer,DOWNREG
SYNJ2,Lung cancer,UPREG
TALDO1,Breast cancer,UPREG
TALDO1,Lung cancer,UPREG
TAT,Breast cancer,DOWNREG
TBXAS1,Blood cancer,NEUTRAL
TBXAS1,Breast cancer,DOWNREG
TBXAS1,Lung cancer,NEUTRAL
TCIRG1,Breast cancer,NEUTRAL
TDO2,Blood cancer,DOWNREG
TDO2,Breast cancer,NEUTRAL
TDO2,Lung cancer,NEUTRAL
TDO2,Ovarian cancer,NEUTRAL
TGDS,Brain cancer,DOWNREG
TGDS,Breast cancer,UPREG
TGDS,Colorectal cancer,DOWNREG
TGDS,Lung cancer,DOWNREG
TGDS,Ovarian cancer,DOWNREG
TH,Breast cancer,UPREG
TH,Lung cancer,NEUTRAL
TH,Ovarian cancer,UPREG
THNSL1,Brain cancer,DOWNREG
THNSL1,Colorectal cancer,UPREG
THNSL1,Skin cancer,UPREG
THTPA,Breast cancer,NEUTRAL
THTPA,Ovarian cancer,DOWNREG
TK1,Brain cancer,UPREG
TK1,Breast cancer,UPREG
TK1,Colorectal cancer,NEUTRAL
TK1,Lung cancer,UPREG
TK1,Prostate cancer,NEUTRAL
TK1,Skin cancer,UPREG
TK2,Blood cancer,DOWNREG
TK2,Breast cancer,UPREG
TK2,Colorectal cancer,UPREG
TK2,Lung cancer,UPREG
TKT,Brain cancer,NEUTRAL
TKT,Breast cancer,UPREG
TKTL1,Blood cancer,UPREG
TKTL1,Brain cancer,NEUTRAL
TKTL1,Lung cancer,UPREG
TKTL1,Ovarian cancer,NEUTRAL
TKTL2,Skin cancer,DOWNREG
TM7SF2,Blood cancer,UPREG
TM7SF2,Brain cancer,DOWNREG
TM7SF2,Breast cancer,UPREG
TMEM54,Breast cancer,UPREG
TMEM54,Lung cancer,UPREG
TMLHE,Brain cancer,DOWNREG
TMLHE,Breast cancer,DOWNREG
TMLHE,Colorectal cancer,UPREG
TMLHE,Lung cancer,UPREG
TPI1,Blood cancer,UPREG
TPI1,Brain cancer,UPREG
TPI1,Breast cancer,UPREG
TPI1,Lung cancer,UPREG
TPI1,Skin cancer,UPREG
TPK1,Breast cancer,NEUTRAL
TPK1,Lung cancer,NEUTRAL
TRDMT1,Lung cancer,NEUTRAL
TREH,Colorectal cancer,DOWNREG
TST,Breast cancer,NEUTRAL
TST,Ovarian cancer,NEUTRAL
TSTA3,Breast cancer,UPREG
TSTA3,Lung cancer,UPREG
TUBA8,Breast cancer,NEUTRAL
TUBA8,Colorectal cancer,DOWNREG
TUSC3,Brain cancer,NEUTRAL
TUSC3,Breast cancer,NEUTRAL
TUSC3,Colorectal cancer,NEUTRAL
TUSC3,Lung cancer,NEUTRAL
TUSC3,Prostate cancer,NEUTRAL
TXNRD1,Blood cancer,DOWNREG
TXNRD1,Breast cancer,UPREG
TXNRD1,Lung cancer,NEUTRAL
TXNRD2,Brain cancer,NEUTRAL
TXNRD2,Breast cancer,DOWNREG
TXNRD2,Lung cancer,DOWNREG
TXNRD3,Skin cancer,UPREG
TYMP,Blood cancer,NEUTRAL
TYMP,Breast cancer,DOWNREG
TYMP,Colorectal cancer,DOWNREG
TYMP,Lung cancer,UPREG
TYMP,Ovarian cancer,DOWNREG
TYMS,Blood cancer,NEUTRAL
TYMS,Brain cancer,NEUTRAL
TYMS,Breast cancer,UPREG
TYMS,Lung cancer,NEUTRAL
TYMS,Prostate cancer,NEUTRAL
TYMS,Skin cancer,UPREG
TYR,Colorectal cancer,DOWNREG
TYR,Lung cancer,DOWNREG
TYRP1,Breast cancer,NEUTRAL
TYRP1,Colorectal cancer,UPREG
TYRP1,Lung cancer,NEUTRAL
TYRP1,Ovarian cancer,NEUTRAL
UAP1,Blood cancer,NEUTRAL
UAP1,Brain cancer,NEUTRAL
UAP1,Breast cancer,NEUTRAL
UAP1,Lung cancer,UPREG
UAP1,Ovarian cancer,NEUTRAL
UAP1L1,Brain cancer,UPREG
UAP1L1,Breast cancer,UPREG
UAP1L1,Colorectal cancer,DOWNREG
UAP1L1,Lung cancer,DOWNREG
UCK1,Lung cancer,DOWNREG
UCK1,Skin cancer,UPREG
UCK2,Blood cancer,NEUTRAL
UCK2,Breast cancer,UPREG
UCK2,Lung cancer,UPREG
UCK2,Skin cancer,UPREG
UCP1,Breast cancer,NEUTRAL
UCP2,Blood cancer,NEUTRAL
UCP2,Lung cancer,UPREG
UCP3,Blood cancer,DOWNREG
UCP3,Breast cancer,NEUTRAL
UCP3,Colorectal cancer,DOWNREG
UCP3,Lung cancer,DOWNREG
UCP3,Ovarian cancer,UPREG
UEVLD,Breast cancer,DOWNREG
UEVLD,Lung cancer,UPREG
UGCG,Brain cancer,NEUTRAL
UGCG,Breast cancer,NEUTRAL
UGCG,Colorectal cancer,UPREG
UGCG,Lung cancer,NEUTRAL
UGDH,Brain cancer,DOWNREG
UGDH,Breast cancer,NEUTRAL
UGDH,Ovarian cancer,UPREG
UGDH,Prostate cancer,NEUTRAL
UGP2,Blood cancer,NEUTRAL
UGP2,Brain cancer,UPREG
UGP2,Colorectal cancer,NEUTRAL
UGP2,Lung cancer,UPREG
UGT2B17,Breast cancer,NEUTRAL
UGT2B17,Lung cancer,DOWNREG
UGT2B17,Skin cancer,DOWNREG
UGT2B4,Breast cancer,DOWNREG
UGT2B4,Lung cancer,NEUTRAL
UMPS,Blood cancer,UPREG
UMPS,Breast cancer,UPREG
UMPS,Colorectal cancer,UPREG
UMPS,Lung cancer,UPREG
UPB1,Breast cancer,DOWNREG
UPB1,Skin cancer,DOWNREG
UPP1,Brain cancer,NEUTRAL
UPP1,Breast cancer,NEUTRAL
UPP1,Lung cancer,UPREG
UPP1,Skin cancer,UPREG
UPP2,Brain cancer,NEUTRAL
UPP2,Colorectal cancer,DOWNREG
UQCR10,Colorectal cancer,DOWNREG
UQCR10,Lung cancer,DOWNREG
UQCR11,Brain cancer,UPREG
UQCR11,Breast cancer,UPREG
UQCR11,Colorectal cancer,DOWNREG
UQCR11,Lung cancer,NEUTRAL
UQCRB,Blood cancer,DOWNREG
UQCRB,Brain cancer,DOWNREG
UQCRB,Breast cancer,UPREG
UQCRB,Lung cancer,DOWNREG
UQCRC1,Breast cancer,UPREG
UQCRC1,Colorectal cancer,DOWNREG
UQCRC2,Brain cancer,DOWNREG
UQCRC2,Breast cancer,NEUTRAL
UQCRC2,Colorectal cancer,DOWNREG
UQCRFS1,Breast cancer,UPREG
UQCRFS1,Colorectal cancer,DOWNREG
UQCRFS1,Lung cancer,UPREG
UQCRH,Breast cancer,UPREG
UQCRH,Lung cancer,UPREG
UQCRQ,Brain cancer,UPREG
UROD,Blood cancer,DOWNREG
UROD,Breast cancer,NEUTRAL
UROD,Lung cancer,DOWNREG
UROD,Skin cancer,UPREG
UROS,Blood cancer,NEUTRAL
UROS,Brain cancer,UPREG
UROS,Breast cancer,NEUTRAL
UROS,Colorectal cancer,UPREG
UROS,Skin cancer,UPREG
UST,Brain cancer,NEUTRAL
UST,Breast cancer,NEUTRAL
UST,Colorectal cancer,UPREG
UST,Lung cancer,DOWNREG
UXS1,Brain cancer,DOWNREG
UXS1,Lung cancer,DOWNREG
UXS1,Skin cancer,UPREG
VNN1,Breast cancer,DOWNREG
VNN1,Lung cancer,NEUTRAL
VNN2,Breast cancer,NEUTRAL
VNN2,Lung cancer,NEUTRAL
VNN3,Breast cancer,UPREG
VNN3,Colorectal cancer,DOWNREG
XDH,Breast cancer,NEUTRAL
XYLB,Colorectal cancer,DOWNREG
XYLB,Lung cancer,DOWNREG
XYLT1,Brain cancer,NEUTRAL
XYLT1,Breast cancer,NEUTRAL
XYLT1,Colorectal cancer,DOWNREG
XYLT1,Ovarian cancer,NEUTRAL
XYLT2,Breast cancer,NEUTRAL
ZADH2,Blood cancer,NEUTRAL
ZADH2,Brain cancer,DOWNREG
ZADH2,Ovarian cancer,NEUTRAL
